Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Dir_norml_PAR_photn_flux
.7690E+03 .9895E+00 .6827E-01 .6361E+01
.7700E+03 .1031E+01 .7071E-01 .6639E+01
.7710E+03 .1044E+01 .7128E-01 .6730E+01
.7720E+03 .1055E+01 .7173E-01 .6806E+01
.7730E+03 .1055E+01 .7148E-01 .6816E+01
.7740E+03 .1056E+01 .7128E-01 .6830E+01
.7750E+03 .1056E+01 .7109E-01 .6842E+01
.7760E+03 .1059E+01 .7106E-01 .6869E+01
.7770E+03 .1053E+01 .7043E-01 .6840E+01
.7780E+03 .1052E+01 .7013E-01 .6842E+01
.7790E+03 .1057E+01 .7023E-01 .6884E+01
.7800E+03 .1046E+01 .6929E-01 .6820E+01
.7810E+03 .1044E+01 .6896E-01 .6814E+01
.7820E+03 .1049E+01 .6913E-01 .6858E+01
.7830E+03 .1045E+01 .6870E-01 .6841E+01
.7840E+03 .1039E+01 .6809E-01 .6807E+01
.7850E+03 .1043E+01 .6821E-01 .6844E+01
.7860E+03 .1043E+01 .6808E-01 .6855E+01
.7870E+03 .1026E+01 .6684E-01 .6747E+01
.7880E+03 .1010E+01 .6572E-01 .6655E+01
.7890E+03 .1006E+01 .6523E-01 .6634E+01
.7900E+03 .9677E+00 .6270E-01 .6391E+01
.7910E+03 .9883E+00 .6375E-01 .6535E+01
.7920E+03 .9802E+00 .6302E-01 .6490E+01
.7930E+03 .9728E+00 .6237E-01 .6449E+01
.7940E+03 .9895E+00 .6318E-01 .6568E+01
.7950E+03 .9841E+00 .6270E-01 .6540E+01
.7960E+03 .9571E+00 .6095E-01 .6368E+01
.7970E+03 .9720E+00 .6177E-01 .6476E+01
.7980E+03 .1001E+01 .6328E-01 .6676E+01
.7990E+03 .9796E+00 .6180E-01 .6543E+01
.8000E+03 .9613E+00 .6049E-01 .6429E+01
.8010E+03 .9699E+00 .6090E-01 .6494E+01
.8020E+03 .9713E+00 .6082E-01 .6512E+01
.8030E+03 .9525E+00 .5950E-01 .6393E+01
.8040E+03 .9651E+00 .6010E-01 .6486E+01
.8050E+03 .9471E+00 .5876E-01 .6373E+01
.8060E+03 .9909E+00 .6123E-01 .6676E+01
.8070E+03 .9796E+00 .6036E-01 .6609E+01
.8080E+03 .9769E+00 .6002E-01 .6599E+01
.8090E+03 .9487E+00 .5817E-01 .6416E+01
.8100E+03 .9474E+00 .5793E-01 .6415E+01
.8110E+03 .9398E+00 .5743E-01 .6372E+01
.8120E+03 .9099E+00 .5550E-01 .6176E+01
.8130E+03 .8890E+00 .5408E-01 .6042E+01
.8140E+03 .7740E+00 .4711E-01 .5267E+01
.8150E+03 .7686E+00 .4659E-01 .5236E+01
.8160E+03 .7128E+00 .4288E-01 .4862E+01
.8170E+03 .7322E+00 .4394E-01 .5001E+01
.8180E+03 .7020E+00 .4212E-01 .4800E+01
.8190E+03 .7917E+00 .4728E-01 .5420E+01
.8200E+03 .7466E+00 .4449E-01 .5118E+01
.8210E+03 .8914E+00 .5292E-01 .6117E+01
.8220E+03 .8459E+00 .5009E-01 .5812E+01
.8230E+03 .5560E+00 .3298E-01 .3825E+01
.8240E+03 .8218E+00 .4858E-01 .5661E+01
.8250E+03 .8660E+00 .5084E-01 .5973E+01
.8260E+03 .8269E+00 .4847E-01 .5710E+01
.8270E+03 .8799E+00 .5147E-01 .6083E+01
.8280E+03 .7346E+00 .4299E-01 .5084E+01
.8290E+03 .8245E+00 .4796E-01 .5714E+01
.8300E+03 .8104E+00 .4705E-01 .5623E+01
.8310E+03 .8182E+00 .4740E-01 .5684E+01
.8320E+03 .7876E+00 .4551E-01 .5478E+01
.8330E+03 .8542E+00 .4933E-01 .5948E+01
.8340E+03 .8257E+00 .4763E-01 .5757E+01
.8350E+03 .9058E+00 .5196E-01 .6323E+01
.8360E+03 .8660E+00 .4967E-01 .6052E+01
.8370E+03 .9123E+00 .5206E-01 .6383E+01
.8380E+03 .8976E+00 .5118E-01 .6288E+01
.8390E+03 .9069E+00 .5146E-01 .6360E+01
.8400E+03 .9216E+00 .5214E-01 .6471E+01
.8410E+03 .9142E+00 .5162E-01 .6427E+01
.8420E+03 .9064E+00 .5098E-01 .6379E+01
.8430E+03 .9180E+00 .5144E-01 .6469E+01
.8440E+03 .8987E+00 .5025E-01 .6341E+01
.8450E+03 .9293E+00 .5178E-01 .6564E+01
.8460E+03 .9322E+00 .5179E-01 .6592E+01
.8470E+03 .9088E+00 .5034E-01 .6435E+01
.8480E+03 .9077E+00 .5017E-01 .6435E+01
.8490E+03 .9022E+00 .4972E-01 .6403E+01
.8500E+03 .8182E+00 .4496E-01 .5814E+01
.8510E+03 .8909E+00 .4883E-01 .6338E+01
.8520E+03 .8869E+00 .4844E-01 .6316E+01
.8530E+03 .8845E+00 .4815E-01 .6307E+01
.8540E+03 .7791E+00 .4232E-01 .5562E+01
.8550E+03 .8378E+00 .4538E-01 .5988E+01
.8560E+03 .8924E+00 .4823E-01 .6385E+01
.8570E+03 .9106E+00 .4910E-01 .6524E+01
.8580E+03 .9105E+00 .4900E-01 .6530E+01
.8590E+03 .9113E+00 .4891E-01 .6543E+01
.8600E+03 .9087E+00 .4865E-01 .6533E+01
.8610E+03 .9075E+00 .4847E-01 .6532E+01
.8620E+03 .9150E+00 .4878E-01 .6593E+01
.8630E+03 .9207E+00 .4898E-01 .6642E+01
.8640E+03 .9013E+00 .4784E-01 .6509E+01
.8650E+03 .8869E+00 .4697E-01 .6413E+01
.8660E+03 .7819E+00 .4132E-01 .5660E+01
.8670E+03 .8433E+00 .4446E-01 .6112E+01
.8680E+03 .8838E+00 .4649E-01 .6413E+01
.8690E+03 .8752E+00 .4593E-01 .6357E+01
.8700E+03 .8920E+00 .4670E-01 .6487E+01
.8710E+03 .8795E+00 .4594E-01 .6404E+01
.8720E+03 .8917E+00 .4646E-01 .6500E+01
.8730E+03 .8830E+00 .4590E-01 .6444E+01
.8740E+03 .8678E+00 .4499E-01 .6340E+01
.8750E+03 .8554E+00 .4423E-01 .6257E+01
.8760E+03 .8793E+00 .4536E-01 .6439E+01
.8770E+03 .8828E+00 .4542E-01 .6472E+01
.8780E+03 .8791E+00 .4513E-01 .6452E+01
.8790E+03 .8648E+00 .4428E-01 .6354E+01
.8800E+03 .8677E+00 .4432E-01 .6383E+01
.8810E+03 .8384E+00 .4274E-01 .6175E+01
.8820E+03 .8602E+00 .4375E-01 .6342E+01
.8830E+03 .8583E+00 .4354E-01 .6335E+01
.8840E+03 .8616E+00 .4360E-01 .6367E+01
.8850E+03 .8721E+00 .4401E-01 .6452E+01
.8860E+03 .8352E+00 .4209E-01 .6186E+01
.8870E+03 .8406E+00 .4223E-01 .6233E+01
.8880E+03 .8500E+00 .4262E-01 .6310E+01
.8890E+03 .8642E+00 .4320E-01 .6422E+01
.8900E+03 .8513E+00 .4248E-01 .6333E+01
.8910E+03 .8549E+00 .4254E-01 .6367E+01
.8920E+03 .8349E+00 .4152E-01 .6225E+01
.8930E+03 .7980E+00 .3961E-01 .5957E+01
.8940E+03 .7668E+00 .3806E-01 .5730E+01
.8950E+03 .7210E+00 .3581E-01 .5394E+01
.8960E+03 .6727E+00 .3318E-01 .5039E+01
.8970E+03 .5721E+00 .2818E-01 .4290E+01
.8980E+03 .6252E+00 .3075E-01 .4693E+01
.8990E+03 .4606E+00 .2251E-01 .3461E+01
.9000E+03 .6568E+00 .3206E-01 .4941E+01
.9010E+03 .5029E+00 .2470E-01 .3788E+01
.9020E+03 .5866E+00 .2850E-01 .4423E+01
.9030E+03 .5947E+00 .2898E-01 .4489E+01
.9040E+03 .7632E+00 .3700E-01 .5768E+01
.9050E+03 .7337E+00 .3549E-01 .5550E+01
.9060E+03 .6925E+00 .3338E-01 .5245E+01
.9070E+03 .5465E+00 .2636E-01 .4144E+01
.9080E+03 .5620E+00 .2703E-01 .4265E+01
.9090E+03 .6175E+00 .2965E-01 .4692E+01
.9100E+03 .5284E+00 .2547E-01 .4020E+01
.9110E+03 .5767E+00 .2756E-01 .4392E+01
.9120E+03 .5993E+00 .2863E-01 .4569E+01
.9130E+03 .5296E+00 .2538E-01 .4042E+01
.9140E+03 .5328E+00 .2538E-01 .4071E+01
.9150E+03 .5759E+00 .2761E-01 .4405E+01
.9160E+03 .4865E+00 .2300E-01 .3725E+01
.9170E+03 .6353E+00 .3018E-01 .4870E+01
.9180E+03 .4991E+00 .2360E-01 .3830E+01
.9190E+03 .6484E+00 .3054E-01 .4981E+01
.9200E+03 .6666E+00 .3107E-01 .5127E+01
.9210E+03 .6996E+00 .3275E-01 .5386E+01
.9220E+03 .6129E+00 .2867E-01 .4724E+01
.9230E+03 .6690E+00 .3114E-01 .5162E+01
.9240E+03 .6295E+00 .2944E-01 .4862E+01
.9250E+03 .6213E+00 .2890E-01 .4804E+01
.9260E+03 .6129E+00 .2856E-01 .4744E+01
.9270E+03 .7002E+00 .3248E-01 .5426E+01
.9280E+03 .4818E+00 .2260E-01 .3738E+01
.9290E+03 .4377E+00 .2062E-01 .3399E+01
.9300E+03 .3304E+00 .1565E-01 .2569E+01
.9310E+03 .3151E+00 .1479E-01 .2452E+01
.9320E+03 .2147E+00 .1029E-01 .1673E+01
.9330E+03 .1691E+00 .8212E-02 .1319E+01
.9340E+03 .8084E-01 .4288E-02 .6312E+00
.9350E+03 .1775E+00 .8411E-02 .1388E+01
.9360E+03 .1033E+00 .5069E-02 .8080E+00
.9370E+03 .1035E+00 .5095E-02 .8105E+00
.9380E+03 .1311E+00 .6379E-02 .1028E+01
.9390E+03 .3072E+00 .1415E-01 .2412E+01
.9400E+03 .3754E+00 .1719E-01 .2950E+01
.9410E+03 .2794E+00 .1295E-01 .2198E+01
.9420E+03 .3138E+00 .1439E-01 .2471E+01
.9430E+03 .2032E+00 .9347E-02 .1602E+01
.9440E+03 .2205E+00 .9834E-02 .1740E+01
.9450E+03 .2800E+00 .1276E-01 .2212E+01
.9460E+03 .1315E+00 .6163E-02 .1040E+01
.9470E+03 .2778E+00 .1272E-01 .2200E+01
.9480E+03 .2035E+00 .9160E-02 .1613E+01
.9490E+03 .3857E+00 .1757E-01 .3060E+01
.9500E+03 .9049E-01 .4386E-02 .7186E+00
.9510E+03 .3808E+00 .1720E-01 .3028E+01
.9520E+03 .1903E+00 .8722E-02 .1515E+01
.9530E+03 .2572E+00 .1158E-01 .2049E+01
.9540E+03 .3336E+00 .1483E-01 .2660E+01
.9550E+03 .2570E+00 .1153E-01 .2052E+01
.9560E+03 .2583E+00 .1120E-01 .2064E+01
.9570E+03 .1898E+00 .8663E-02 .1519E+01
.9580E+03 .3837E+00 .1651E-01 .3073E+01
.9590E+03 .2925E+00 .1277E-01 .2345E+01
.9600E+03 .3291E+00 .1447E-01 .2641E+01
.9610E+03 .3751E+00 .1625E-01 .3014E+01
.9620E+03 .3580E+00 .1544E-01 .2879E+01
.9630E+03 .4218E+00 .1808E-01 .3395E+01
.9640E+03 .3793E+00 .1619E-01 .3056E+01
.9650E+03 .4217E+00 .1799E-01 .3402E+01
.9660E+03 .4180E+00 .1786E-01 .3375E+01
.9670E+03 .4164E+00 .1777E-01 .3366E+01
.9680E+03 .5861E+00 .2455E-01 .4742E+01
.9690E+03 .6107E+00 .2578E-01 .4947E+01
.9700E+03 .5602E+00 .2351E-01 .4542E+01
.9710E+03 .6504E+00 .2717E-01 .5279E+01
.9720E+03 .6226E+00 .2591E-01 .5059E+01
.9730E+03 .5284E+00 .2210E-01 .4297E+01
.9740E+03 .4979E+00 .2075E-01 .4054E+01
.9750E+03 .5194E+00 .2149E-01 .4234E+01
.9760E+03 .4922E+00 .2048E-01 .4015E+01
.9770E+03 .5719E+00 .2354E-01 .4671E+01
.9780E+03 .5414E+00 .2233E-01 .4426E+01
.9790E+03 .5680E+00 .2337E-01 .4648E+01
.9800E+03 .5347E+00 .2188E-01 .4381E+01
.9810E+03 .6511E+00 .2661E-01 .5339E+01
.9820E+03 .6259E+00 .2555E-01 .5138E+01
.9830E+03 .5976E+00 .2438E-01 .4911E+01
.9840E+03 .6822E+00 .2764E-01 .5611E+01
.9850E+03 .6202E+00 .2520E-01 .5107E+01
.9860E+03 .7007E+00 .2822E-01 .5775E+01
.9870E+03 .6836E+00 .2755E-01 .5640E+01
.9880E+03 .6797E+00 .2732E-01 .5614E+01
.9890E+03 .7028E+00 .2809E-01 .5810E+01
.9900E+03 .6776E+00 .2713E-01 .5608E+01
.9910E+03 .7066E+00 .2809E-01 .5854E+01
.9920E+03 .7049E+00 .2797E-01 .5846E+01
.9930E+03 .6859E+00 .2723E-01 .5693E+01
.9940E+03 .7086E+00 .2800E-01 .5888E+01
.9950E+03 .7074E+00 .2789E-01 .5884E+01
.9960E+03 .7038E+00 .2770E-01 .5860E+01
.9970E+03 .6958E+00 .2733E-01 .5799E+01
.9980E+03 .6947E+00 .2724E-01 .5796E+01
.9990E+03 .6948E+00 .2718E-01 .5802E+01
.1000E+04 .6904E+00 .2697E-01 .5771E+01
.1001E+04 .7006E+00 .2730E-01 .5862E+01
.1002E+04 .6793E+00 .2647E-01 .5690E+01
.1003E+04 .6910E+00 .2682E-01 .5794E+01
.1004E+04 .6791E+00 .2631E-01 .5700E+01
.1005E+04 .6423E+00 .2482E-01 .5396E+01
.1006E+04 .6703E+00 .2585E-01 .5637E+01
.1007E+04 .6851E+00 .2636E-01 .5767E+01
.1008E+04 .6834E+00 .2625E-01 .5759E+01
.1009E+04 .6756E+00 .2591E-01 .5699E+01
.1010E+04 .6745E+00 .2582E-01 .5695E+01
.1011E+04 .6811E+00 .2599E-01 .5756E+01
.1012E+04 .6763E+00 .2576E-01 .5721E+01
.1013E+04 .6767E+00 .2571E-01 .5730E+01
.1014E+04 .6797E+00 .2578E-01 .5761E+01
.1015E+04 .6678E+00 .2527E-01 .5666E+01
.1016E+04 .6707E+00 .2533E-01 .5696E+01
.1017E+04 .6631E+00 .2499E-01 .5637E+01
.1018E+04 .6741E+00 .2535E-01 .5737E+01
.1019E+04 .6480E+00 .2433E-01 .5520E+01
.1020E+04 .6596E+00 .2469E-01 .5624E+01
.1021E+04 .6627E+00 .2476E-01 .5656E+01
.1022E+04 .6506E+00 .2426E-01 .5558E+01
.1023E+04 .6556E+00 .2440E-01 .5606E+01
.1024E+04 .6491E+00 .2413E-01 .5556E+01
.1025E+04 .6588E+00 .2441E-01 .5645E+01
.1026E+04 .6572E+00 .2431E-01 .5637E+01
.1027E+04 .6543E+00 .2415E-01 .5617E+01
.1028E+04 .6549E+00 .2413E-01 .5628E+01
.1029E+04 .6476E+00 .2381E-01 .5571E+01
.1030E+04 .6526E+00 .2394E-01 .5619E+01
.1031E+04 .6493E+00 .2377E-01 .5596E+01
.1032E+04 .6501E+00 .2375E-01 .5609E+01
.1033E+04 .6391E+00 .2329E-01 .5519E+01
.1034E+04 .6431E+00 .2339E-01 .5558E+01
.1035E+04 .6452E+00 .2342E-01 .5583E+01
.1036E+04 .6447E+00 .2335E-01 .5584E+01
.1037E+04 .6381E+00 .2306E-01 .5532E+01
.1038E+04 .6351E+00 .2291E-01 .5511E+01
.1039E+04 .6394E+00 .2302E-01 .5554E+01
.1040E+04 .6350E+00 .2282E-01 .5521E+01
.1041E+04 .6350E+00 .2277E-01 .5526E+01
.1042E+04 .6353E+00 .2273E-01 .5534E+01
.1043E+04 .6289E+00 .2246E-01 .5483E+01
.1044E+04 .6317E+00 .2252E-01 .5513E+01
.1045E+04 .6281E+00 .2234E-01 .5486E+01
.1046E+04 .6116E+00 .2171E-01 .5348E+01
.1047E+04 .6207E+00 .2199E-01 .5433E+01
.1048E+04 .6261E+00 .2214E-01 .5485E+01
.1049E+04 .6222E+00 .2197E-01 .5456E+01
.1050E+04 .6179E+00 .2177E-01 .5424E+01
.1051E+04 .6185E+00 .2175E-01 .5434E+01
.1052E+04 .6145E+00 .2157E-01 .5404E+01
.1053E+04 .6124E+00 .2146E-01 .5391E+01
.1054E+04 .6097E+00 .2132E-01 .5372E+01
.1055E+04 .6113E+00 .2134E-01 .5391E+01
.1056E+04 .6091E+00 .2122E-01 .5377E+01
.1057E+04 .6074E+00 .2112E-01 .5367E+01
.1058E+04 .6009E+00 .2086E-01 .5314E+01
.1059E+04 .5823E+00 .2018E-01 .5154E+01
.1060E+04 .5982E+00 .2070E-01 .5301E+01
.1061E+04 .5843E+00 .2018E-01 .5182E+01
.1062E+04 .5948E+00 .2050E-01 .5280E+01
.1063E+04 .5849E+00 .2012E-01 .5197E+01
.1064E+04 .5940E+00 .2040E-01 .5284E+01
.1065E+04 .5906E+00 .2024E-01 .5258E+01
.1066E+04 .5801E+00 .1983E-01 .5169E+01
.1067E+04 .5829E+00 .1989E-01 .5199E+01
.1068E+04 .5816E+00 .1981E-01 .5192E+01
.1069E+04 .5510E+00 .1872E-01 .4924E+01
.1070E+04 .5678E+00 .1925E-01 .5078E+01
.1071E+04 .5811E+00 .1965E-01 .5202E+01
.1072E+04 .5784E+00 .1953E-01 .5183E+01
.1073E+04 .5677E+00 .1913E-01 .5092E+01
.1074E+04 .5870E+00 .1972E-01 .5270E+01
.1075E+04 .5533E+00 .1860E-01 .4972E+01
.1076E+04 .5803E+00 .1941E-01 .5220E+01
.1077E+04 .5671E+00 .1895E-01 .5106E+01
.1078E+04 .5646E+00 .1885E-01 .5088E+01
.1079E+04 .5721E+00 .1901E-01 .5160E+01
.1080E+04 .5608E+00 .1860E-01 .5063E+01
.1081E+04 .5423E+00 .1800E-01 .4901E+01
.1082E+04 .5556E+00 .1837E-01 .5026E+01
.1083E+04 .5653E+00 .1863E-01 .5118E+01
.1084E+04 .5387E+00 .1776E-01 .4881E+01
.1085E+04 .5579E+00 .1833E-01 .5060E+01
.1086E+04 .5122E+00 .1680E-01 .4650E+01
.1087E+04 .5303E+00 .1738E-01 .4819E+01
.1088E+04 .5599E+00 .1827E-01 .5092E+01
.1089E+04 .5408E+00 .1765E-01 .4923E+01
.1090E+04 .5155E+00 .1678E-01 .4697E+01
.1091E+04 .5540E+00 .1797E-01 .5052E+01
.1092E+04 .5486E+00 .1775E-01 .5008E+01
.1093E+04 .4647E+00 .1507E-01 .4246E+01
.1094E+04 .5073E+00 .1636E-01 .4639E+01
.1095E+04 .4756E+00 .1540E-01 .4353E+01
.1096E+04 .4550E+00 .1472E-01 .4169E+01
.1097E+04 .5465E+00 .1751E-01 .5011E+01
.1098E+04 .4533E+00 .1463E-01 .4161E+01
.1099E+04 .4597E+00 .1480E-01 .4223E+01
.1100E+04 .4327E+00 .1390E-01 .3979E+01
.1101E+04 .4451E+00 .1427E-01 .4096E+01
.1102E+04 .4152E+00 .1332E-01 .3824E+01
.1103E+04 .4098E+00 .1314E-01 .3779E+01
.1104E+04 .4107E+00 .1314E-01 .3791E+01
.1105E+04 .4575E+00 .1455E-01 .4226E+01
.1106E+04 .3302E+00 .1067E-01 .3052E+01
.1107E+04 .4300E+00 .1364E-01 .3979E+01
.1108E+04 .3526E+00 .1126E-01 .3265E+01
.1109E+04 .3553E+00 .1127E-01 .3293E+01
.1110E+04 .4250E+00 .1343E-01 .3943E+01
.1111E+04 .2725E+00 .8660E-02 .2531E+01
.1112E+04 .3573E+00 .1125E-01 .3321E+01
.1113E+04 .2100E+00 .6719E-02 .1953E+01
.1114E+04 .2363E+00 .7574E-02 .2200E+01
.1115E+04 .1960E+00 .6210E-02 .1827E+01
.1116E+04 .1454E+00 .4749E-02 .1357E+01
.1117E+04 .4493E-01 .1622E-02 .4195E+00
.1118E+04 .1610E+00 .5198E-02 .1505E+01
.1119E+04 .7317E-01 .2463E-02 .6844E+00
.1120E+04 .9077E-01 .3105E-02 .8498E+00
.1121E+04 .1249E+00 .4201E-02 .1170E+01
.1122E+04 .4622E-01 .1661E-02 .4335E+00
.1123E+04 .8248E-01 .2780E-02 .7743E+00
.1124E+04 .6983E-01 .2336E-02 .6561E+00
.1125E+04 .9526E-01 .3168E-02 .8958E+00
.1126E+04 .2578E-01 .9811E-03 .2427E+00
.1127E+04 .1046E+00 .3468E-02 .9855E+00
.1128E+04 .5657E-01 .2011E-02 .5335E+00
.1129E+04 .6156E-01 .2166E-02 .5810E+00
.1130E+04 .3807E-01 .1374E-02 .3596E+00
.1131E+04 .2202E+00 .7057E-02 .2082E+01
.1132E+04 .1699E+00 .5425E-02 .1607E+01
.1133E+04 .9812E-01 .3287E-02 .9293E+00
.1134E+04 .2017E-01 .7655E-03 .1912E+00
.1135E+04 .7851E-02 .2824E-03 .7449E-01
.1136E+04 .7802E-01 .2663E-02 .7409E+00
.1137E+04 .2100E+00 .6732E-02 .1996E+01
.1138E+04 .1460E+00 .4609E-02 .1389E+01
.1139E+04 .2407E+00 .7294E-02 .2292E+01
.1140E+04 .1960E+00 .6025E-02 .1867E+01
.1141E+04 .1392E+00 .4350E-02 .1328E+01
.1142E+04 .1670E+00 .5159E-02 .1594E+01
.1143E+04 .2426E+00 .7463E-02 .2318E+01
.1144E+04 .7571E-01 .2386E-02 .7241E+00
.1145E+04 .9379E-01 .3061E-02 .8977E+00
.1146E+04 .1011E+00 .3307E-02 .9683E+00
.1147E+04 .2937E-01 .1082E-02 .2817E+00
.1148E+04 .2104E+00 .6357E-02 .2019E+01
.1149E+04 .1618E+00 .4935E-02 .1554E+01
.1150E+04 .8294E-01 .2555E-02 .7973E+00
.1151E+04 .1462E+00 .4499E-02 .1407E+01
.1152E+04 .1871E+00 .5662E-02 .1802E+01
.1153E+04 .1872E+00 .5518E-02 .1805E+01
.1154E+04 .9078E-01 .2915E-02 .8757E+00
.1155E+04 .2524E+00 .7452E-02 .2437E+01
.1156E+04 .2211E+00 .6552E-02 .2137E+01
.1157E+04 .2568E+00 .7500E-02 .2484E+01
.1158E+04 .2544E+00 .7414E-02 .2463E+01
.1159E+04 .2817E+00 .8156E-02 .2729E+01
.1160E+04 .2326E+00 .6734E-02 .2256E+01
.1161E+04 .2973E+00 .8510E-02 .2886E+01
.1162E+04 .2983E+00 .8523E-02 .2897E+01
.1163E+04 .4252E+00 .1205E-01 .4134E+01
.1164E+04 .3556E+00 .1006E-01 .3460E+01
.1165E+04 .3321E+00 .9469E-02 .3234E+01
.1166E+04 .3296E+00 .9267E-02 .3213E+01
.1167E+04 .3652E+00 .1025E-01 .3563E+01
.1168E+04 .3703E+00 .1042E-01 .3615E+01
.1169E+04 .3767E+00 .1058E-01 .3681E+01
.1170E+04 .4172E+00 .1164E-01 .4080E+01
.1171E+04 .4067E+00 .1131E-01 .3981E+01
.1172E+04 .4186E+00 .1156E-01 .4102E+01
.1173E+04 .4154E+00 .1152E-01 .4073E+01
.1174E+04 .2850E+00 .7936E-02 .2797E+01
.1175E+04 .4158E+00 .1143E-01 .4084E+01
.1176E+04 .4496E+00 .1228E-01 .4420E+01
.1177E+04 .4375E+00 .1198E-01 .4305E+01
.1178E+04 .3187E+00 .8695E-02 .3138E+01
.1179E+04 .4566E+00 .1241E-01 .4500E+01
.1180E+04 .4042E+00 .1100E-01 .3987E+01
.1181E+04 .4177E+00 .1137E-01 .4124E+01
.1182E+04 .2802E+00 .7598E-02 .2769E+01
.1183E+04 .4056E+00 .1099E-01 .4011E+01
.1184E+04 .3828E+00 .1034E-01 .3789E+01
.1185E+04 .3664E+00 .9906E-02 .3629E+01
.1186E+04 .4457E+00 .1199E-01 .4419E+01
.1187E+04 .4207E+00 .1131E-01 .4174E+01
.1188E+04 .2883E+00 .7798E-02 .2863E+01
.1189E+04 .3828E+00 .1024E-01 .3804E+01
.1190E+04 .4328E+00 .1153E-01 .4306E+01
.1191E+04 .4082E+00 .1093E-01 .4064E+01
.1192E+04 .4443E+00 .1179E-01 .4427E+01
.1193E+04 .4230E+00 .1121E-01 .4219E+01
.1194E+04 .4389E+00 .1162E-01 .4380E+01
.1195E+04 .4114E+00 .1092E-01 .4110E+01
.1196E+04 .3930E+00 .1043E-01 .3929E+01
.1197E+04 .4501E+00 .1186E-01 .4504E+01
.1198E+04 .4049E+00 .1062E-01 .4055E+01
.1199E+04 .3263E+00 .8618E-02 .3271E+01
.1200E+04 .4170E+00 .1094E-01 .4183E+01
.1201E+04 .4018E+00 .1055E-01 .4034E+01
.1202E+04 .4052E+00 .1057E-01 .4072E+01
.1203E+04 .4000E+00 .1048E-01 .4022E+01
.1204E+04 .3233E+00 .8453E-02 .3254E+01
.1205E+04 .4062E+00 .1054E-01 .4091E+01
.1206E+04 .4566E+00 .1184E-01 .4603E+01
.1207E+04 .3943E+00 .1026E-01 .3979E+01
.1208E+04 .4016E+00 .1041E-01 .4055E+01
.1209E+04 .3861E+00 .9969E-02 .3902E+01
.1210E+04 .4266E+00 .1099E-01 .4315E+01
.1211E+04 .3919E+00 .1009E-01 .3967E+01
.1212E+04 .3879E+00 .1004E-01 .3930E+01
.1213E+04 .4438E+00 .1140E-01 .4500E+01
.1214E+04 .3995E+00 .1029E-01 .4054E+01
.1215E+04 .3925E+00 .1009E-01 .3986E+01
.1216E+04 .4414E+00 .1126E-01 .4487E+01
.1217E+04 .4282E+00 .1092E-01 .4357E+01
.1218E+04 .4327E+00 .1101E-01 .4406E+01
.1219E+04 .4172E+00 .1063E-01 .4252E+01
.1220E+04 .4321E+00 .1095E-01 .4406E+01
.1221E+04 .4415E+00 .1116E-01 .4506E+01
.1222E+04 .4260E+00 .1075E-01 .4351E+01
.1223E+04 .4178E+00 .1053E-01 .4272E+01
.1224E+04 .4200E+00 .1059E-01 .4297E+01
.1225E+04 .4388E+00 .1102E-01 .4494E+01
.1226E+04 .4465E+00 .1118E-01 .4576E+01
.1227E+04 .4056E+00 .1017E-01 .4160E+01
.1228E+04 .4469E+00 .1113E-01 .4588E+01
.1229E+04 .4461E+00 .1111E-01 .4583E+01
.1230E+04 .4379E+00 .1089E-01 .4502E+01
.1231E+04 .4542E+00 .1124E-01 .4674E+01
.1232E+04 .4486E+00 .1109E-01 .4620E+01
.1233E+04 .4305E+00 .1066E-01 .4437E+01
.1234E+04 .4538E+00 .1117E-01 .4681E+01
.1235E+04 .4480E+00 .1101E-01 .4625E+01
.1236E+04 .4527E+00 .1110E-01 .4678E+01
.1237E+04 .4446E+00 .1090E-01 .4598E+01
.1238E+04 .4518E+00 .1104E-01 .4675E+01
.1239E+04 .4467E+00 .1089E-01 .4626E+01
.1240E+04 .4451E+00 .1083E-01 .4614E+01
.1241E+04 .4448E+00 .1082E-01 .4614E+01
.1242E+04 .4467E+00 .1083E-01 .4638E+01
.1243E+04 .4421E+00 .1070E-01 .4594E+01
.1244E+04 .4395E+00 .1062E-01 .4570E+01
.1245E+04 .4410E+00 .1064E-01 .4590E+01
.1246E+04 .4439E+00 .1069E-01 .4624E+01
.1247E+04 .4416E+00 .1061E-01 .4604E+01
.1248E+04 .4420E+00 .1061E-01 .4611E+01
.1249E+04 .4437E+00 .1063E-01 .4633E+01
.1250E+04 .4408E+00 .1054E-01 .4606E+01
.1251E+04 .4355E+00 .1040E-01 .4555E+01
.1252E+04 .4352E+00 .1037E-01 .4555E+01
.1253E+04 .4300E+00 .1024E-01 .4504E+01
.1254E+04 .4244E+00 .1010E-01 .4449E+01
.1255E+04 .4345E+00 .1030E-01 .4558E+01
.1256E+04 .4204E+00 .9974E-02 .4414E+01
.1257E+04 .4150E+00 .9832E-02 .4360E+01
.1258E+04 .4274E+00 .1009E-01 .4494E+01
.1259E+04 .4042E+00 .9564E-02 .4254E+01
.1260E+04 .4087E+00 .9649E-02 .4304E+01
.1261E+04 .3823E+00 .9061E-02 .4030E+01
.1262E+04 .3637E+00 .8632E-02 .3836E+01
.1263E+04 .3676E+00 .8713E-02 .3881E+01
.1264E+04 .3320E+00 .7920E-02 .3508E+01
.1265E+04 .3637E+00 .8592E-02 .3846E+01
.1266E+04 .3486E+00 .8260E-02 .3689E+01
