Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Dir_norml_PAR_photn_flux
.1267E+04 .3551E+00 .8373E-02 .3761E+01
.1268E+04 .3329E+00 .7877E-02 .3529E+01
.1269E+04 .1833E+00 .4622E-02 .1944E+01
.1270E+04 .3529E+00 .8295E-02 .3747E+01
.1271E+04 .3804E+00 .8874E-02 .4041E+01
.1272E+04 .3818E+00 .8887E-02 .4060E+01
.1273E+04 .3786E+00 .8802E-02 .4029E+01
.1274E+04 .3796E+00 .8804E-02 .4043E+01
.1275E+04 .3869E+00 .8949E-02 .4124E+01
.1276E+04 .3928E+00 .9059E-02 .4190E+01
.1277E+04 .3976E+00 .9138E-02 .4244E+01
.1278E+04 .4080E+00 .9345E-02 .4359E+01
.1279E+04 .4048E+00 .9257E-02 .4328E+01
.1280E+04 .4027E+00 .9190E-02 .4309E+01
.1281E+04 .3959E+00 .9012E-02 .4240E+01
.1282E+04 .3597E+00 .8160E-02 .3855E+01
.1283E+04 .3923E+00 .8887E-02 .4207E+01
.1284E+04 .4048E+00 .9156E-02 .4345E+01
.1285E+04 .4083E+00 .9217E-02 .4386E+01
.1286E+04 .4127E+00 .9294E-02 .4436E+01
.1287E+04 .4054E+00 .9126E-02 .4361E+01
.1288E+04 .4040E+00 .9074E-02 .4349E+01
.1289E+04 .3887E+00 .8743E-02 .4188E+01
.1290E+04 .3974E+00 .8895E-02 .4286E+01
.1291E+04 .4031E+00 .9001E-02 .4350E+01
.1292E+04 .3729E+00 .8357E-02 .4027E+01
.1293E+04 .3961E+00 .8821E-02 .4281E+01
.1294E+04 .3876E+00 .8618E-02 .4192E+01
.1295E+04 .3856E+00 .8581E-02 .4174E+01
.1296E+04 .3649E+00 .8133E-02 .3953E+01
.1297E+04 .3436E+00 .7658E-02 .3725E+01
.1298E+04 .3719E+00 .8235E-02 .4035E+01
.1299E+04 .3932E+00 .8663E-02 .4270E+01
.1300E+04 .3236E+00 .7167E-02 .3517E+01
.1301E+04 .3362E+00 .7429E-02 .3657E+01
.1302E+04 .3718E+00 .8180E-02 .4046E+01
.1303E+04 .3203E+00 .7043E-02 .3489E+01
.1304E+04 .2629E+00 .5840E-02 .2865E+01
.1305E+04 .3639E+00 .7959E-02 .3970E+01
.1306E+04 .3635E+00 .7951E-02 .3969E+01
.1307E+04 .2741E+00 .6010E-02 .2994E+01
.1308E+04 .3229E+00 .7012E-02 .3531E+01
.1309E+04 .3613E+00 .7879E-02 .3953E+01
.1310E+04 .2690E+00 .5873E-02 .2946E+01
.1311E+04 .3080E+00 .6668E-02 .3375E+01
.1312E+04 .3043E+00 .6602E-02 .3337E+01
.1313E+04 .2846E+00 .6179E-02 .3124E+01
.1314E+04 .2565E+00 .5554E-02 .2817E+01
.1315E+04 .2512E+00 .5477E-02 .2761E+01
.1316E+04 .2965E+00 .6396E-02 .3262E+01
.1317E+04 .2842E+00 .6103E-02 .3129E+01
.1318E+04 .3088E+00 .6614E-02 .3403E+01
.1319E+04 .2324E+00 .5037E-02 .2563E+01
.1320E+04 .2275E+00 .4870E-02 .2511E+01
.1321E+04 .2682E+00 .5744E-02 .2961E+01
.1322E+04 .2686E+00 .5781E-02 .2969E+01
.1323E+04 .1939E+00 .4215E-02 .2145E+01
.1324E+04 .2279E+00 .4885E-02 .2523E+01
.1325E+04 .2942E+00 .6255E-02 .3259E+01
.1326E+04 .2477E+00 .5281E-02 .2745E+01
.1327E+04 .2329E+00 .4963E-02 .2584E+01
.1328E+04 .2009E+00 .4274E-02 .2230E+01
.1329E+04 .1409E+00 .3063E-02 .1566E+01
.1330E+04 .1874E+00 .4070E-02 .2083E+01
.1331E+04 .1056E+00 .2363E-02 .1175E+01
.1332E+04 .1103E+00 .2420E-02 .1229E+01
.1333E+04 .1563E+00 .3461E-02 .1742E+01
.1334E+04 .1371E+00 .2905E-02 .1529E+01
.1335E+04 .1924E+00 .4111E-02 .2147E+01
.1336E+04 .1459E+00 .3139E-02 .1630E+01
.1337E+04 .1277E+00 .2756E-02 .1428E+01
.1338E+04 .1380E+00 .2994E-02 .1544E+01
.1339E+04 .1389E+00 .2987E-02 .1555E+01
.1340E+04 .1358E+00 .2864E-02 .1521E+01
.1341E+04 .1292E+00 .2817E-02 .1448E+01
.1342E+04 .1356E+00 .2952E-02 .1522E+01
.1343E+04 .8171E-01 .1919E-02 .9174E+00
.1344E+04 .4971E-01 .1121E-02 .5585E+00
.1345E+04 .7198E-01 .1649E-02 .8093E+00
.1346E+04 .2980E-01 .7763E-03 .3353E+00
.1347E+04 .2942E-01 .7888E-03 .3313E+00
.1348E+04 .1287E-02 .4802E-04 .1451E-01
.1349E+04 .5157E-02 .1758E-03 .5816E-01
.1350E+04 .5742E-02 .1823E-03 .6480E-01
.1351E+04 .9692E-03 .4291E-04 .1095E-01
.1352E+04 .1711E-03 .1147E-04 .1934E-02
.1353E+04 .5896E-05 .5782E-06 .6668E-04
.1354E+04 .2707E-04 .2010E-05 .3064E-03
.1355E+04 .9046E-07 .1584E-07 .1025E-05
.1356E+04 .2842E-05 .2829E-06 .3221E-04
.1357E+04 .4290E-05 .4248E-06 .4867E-04
.1358E+04 .1112E-06 .1870E-07 .1262E-05
.1359E+04 .7068E-08 .2343E-08 .8030E-07
.1360E+04 .3961E-07 .8451E-08 .4503E-06
.1361E+04 .1080E-10 .9254E-11 .1229E-09
.1362E+04 .1720E-13 .2524E-13 .1958E-12
.1363E+04 .4096E-07 .1137E-07 .4667E-06
.1364E+04 .1749E-07 .4742E-08 .1994E-06
.1365E+04 .2634E-14 .8620E-14 .3005E-13
.1366E+04 .2167E-06 .5022E-07 .2474E-05
.1367E+04 .1053E-06 .2045E-07 .1203E-05
.1368E+04 .4269E-17 .6546E-16 .4882E-16
.1369E+04 .6381E-08 .1751E-08 .7303E-07
.1370E+04 .2349E-08 .8596E-09 .2690E-07
.1371E+04 .9651E-10 .4840E-10 .1106E-08
.1372E+04 .5900E-07 .1121E-07 .6767E-06
.1373E+04 .1849E-05 .2284E-06 .2122E-04
.1374E+04 .1182E-04 .1078E-05 .1357E-03
.1375E+04 .2031E-04 .1943E-05 .2335E-03
.1376E+04 .2474E-04 .1744E-05 .2846E-03
.1377E+04 .1071E-04 .7995E-06 .1232E-03
.1378E+04 .1149E-03 .7824E-05 .1324E-02
.1379E+04 .4525E-05 .3361E-06 .5216E-04
.1380E+04 .5248E-05 .4791E-06 .6054E-04
.1381E+04 .1192E-06 .1252E-07 .1376E-05
.1382E+04 .4873E-07 .9926E-08 .5629E-06
.1383E+04 .5933E-09 .1476E-09 .6859E-08
.1384E+04 .6382E-08 .1941E-08 .7383E-07
.1385E+04 .6509E-07 .9397E-08 .7536E-06
.1386E+04 .3524E-07 .8814E-08 .4083E-06
.1387E+04 .9629E-05 .1079E-05 .1116E-03
.1388E+04 .2062E-06 .2126E-07 .2392E-05
.1389E+04 .4795E-04 .3721E-05 .5568E-03
.1390E+04 .3985E-04 .3156E-05 .4631E-03
.1391E+04 .2562E-04 .2114E-05 .2980E-03
.1392E+04 .1568E-05 .1371E-06 .1824E-04
.1393E+04 .9721E-05 .7293E-06 .1132E-03
.1394E+04 .2922E-05 .3715E-06 .3405E-04
.1395E+04 .1596E-07 .2709E-08 .1861E-06
.1396E+04 .1912E-10 .1275E-10 .2231E-09
.1397E+04 .3436E-05 .2880E-06 .4013E-04
.1398E+04 .1245E-03 .8607E-05 .1455E-02
.1399E+04 .8125E-04 .5501E-05 .9502E-03
.1400E+04 .5548E-11 .5417E-11 .6492E-10
.1401E+04 .3905E-10 .2261E-10 .4573E-09
.1402E+04 .3566E-03 .1530E-04 .4179E-02
.1403E+04 .4066E-03 .1909E-04 .4769E-02
.1404E+04 .1189E-03 .5802E-05 .1396E-02
.1405E+04 .6017E-08 .1286E-08 .7067E-07
.1406E+04 .2644E-03 .1505E-04 .3108E-02
.1407E+04 .2746E-04 .1325E-05 .3230E-03
.1408E+04 .2223E-03 .1223E-04 .2616E-02
.1409E+04 .5781E-04 .4060E-05 .6809E-03
.1410E+04 .5702E-04 .3276E-05 .6721E-03
.1411E+04 .3711E-03 .1690E-04 .4378E-02
.1412E+04 .5520E-03 .2234E-04 .6515E-02
.1413E+04 .7964E-02 .2405E-03 .9407E-01
.1414E+04 .4675E-04 .2576E-05 .5526E-03
.1415E+04 .1997E-04 .1225E-05 .2363E-03
.1416E+04 .1667E-01 .4091E-03 .1973E+00
.1417E+04 .4046E-02 .1179E-03 .4793E-01
.1418E+04 .4325E-02 .1343E-03 .5127E-01
.1419E+04 .6344E-03 .2037E-04 .7525E-02
.1420E+04 .2601E-02 .8091E-04 .3087E-01
.1421E+04 .2975E-02 .8922E-04 .3533E-01
.1422E+04 .2199E-01 .5356E-03 .2614E+00
.1423E+04 .4026E-02 .9989E-04 .4789E-01
.1424E+04 .7844E-02 .1887E-03 .9337E-01
.1425E+04 .1114E-01 .2826E-03 .1327E+00
.1426E+04 .1374E-01 .3190E-03 .1638E+00
.1427E+04 .2854E-01 .6121E-03 .3404E+00
.1428E+04 .1182E-02 .4074E-04 .1412E-01
.1429E+04 .1973E-01 .4475E-03 .2357E+00
.1430E+04 .3741E-01 .7776E-03 .4471E+00
.1431E+04 .2753E-01 .6053E-03 .3294E+00
.1432E+04 .5428E-03 .2095E-04 .6498E-02
.1433E+04 .1902E-01 .4214E-03 .2279E+00
.1434E+04 .1103E-01 .2426E-03 .1323E+00
.1435E+04 .8520E-02 .2240E-03 .1022E+00
.1436E+04 .1855E-01 .4344E-03 .2226E+00
.1437E+04 .1466E-01 .3375E-03 .1761E+00
.1438E+04 .5517E-02 .1389E-03 .6632E-01
.1439E+04 .2598E-01 .5921E-03 .3125E+00
.1440E+04 .2063E-01 .4589E-03 .2483E+00
.1441E+04 .1467E-01 .3505E-03 .1767E+00
.1442E+04 .1697E-01 .4049E-03 .2045E+00
.1443E+04 .2480E-01 .5354E-03 .2991E+00
.1444E+04 .3620E-01 .7543E-03 .4369E+00
.1445E+04 .2593E-01 .5779E-03 .3132E+00
.1446E+04 .1102E-01 .2561E-03 .1332E+00
.1447E+04 .1796E-01 .4074E-03 .2172E+00
.1448E+04 .8108E-01 .1546E-02 .9814E+00
.1449E+04 .6824E-01 .1326E-02 .8266E+00
.1450E+04 .1393E-01 .3075E-03 .1689E+00
.1451E+04 .5097E-02 .1192E-03 .6182E-01
.1452E+04 .3784E-01 .7644E-03 .4593E+00
.1453E+04 .5175E-01 .1029E-02 .6285E+00
.1454E+04 .1028E+00 .1887E-02 .1249E+01
.1455E+04 .4345E-01 .8346E-03 .5285E+00
.1456E+04 .5621E-01 .1111E-02 .6842E+00
.1457E+04 .8285E-01 .1551E-02 .1009E+01
.1458E+04 .1061E+00 .1892E-02 .1293E+01
.1459E+04 .1255E+00 .2269E-02 .1531E+01
.1460E+04 .6088E-01 .1115E-02 .7431E+00
.1461E+04 .5977E-01 .1147E-02 .7300E+00
.1462E+04 .9491E-01 .1747E-02 .1160E+01
.1463E+04 .2672E-01 .5188E-03 .3267E+00
.1464E+04 .1183E+00 .2104E-02 .1448E+01
.1465E+04 .7105E-01 .1249E-02 .8701E+00
.1466E+04 .3964E-01 .7871E-03 .4857E+00
.1467E+04 .1883E-01 .4025E-03 .2309E+00
.1468E+04 .4926E-01 .9501E-03 .6045E+00
.1469E+04 .6447E-01 .1204E-02 .7917E+00
.1470E+04 .2650E-01 .5647E-03 .3257E+00
.1471E+04 .8914E-02 .1920E-03 .1096E+00
.1472E+04 .2463E-01 .5272E-03 .3031E+00
.1473E+04 .4361E-01 .8495E-03 .5370E+00
.1474E+04 .7020E-01 .1264E-02 .8650E+00
.1475E+04 .1491E+00 .2596E-02 .1839E+01
.1476E+04 .4520E-01 .8458E-03 .5578E+00
.1477E+04 .4395E-01 .8437E-03 .5426E+00
.1478E+04 .4400E-01 .7920E-03 .5436E+00
.1479E+04 .8995E-01 .1586E-02 .1112E+01
.1480E+04 .3823E-01 .7273E-03 .4729E+00
.1481E+04 .8446E-01 .1505E-02 .1046E+01
.1482E+04 .3957E-01 .7171E-03 .4903E+00
.1483E+04 .1142E+00 .2000E-02 .1415E+01
.1484E+04 .1098E+00 .1869E-02 .1363E+01
.1485E+04 .9595E-01 .1657E-02 .1191E+01
.1486E+04 .9181E-01 .1616E-02 .1140E+01
.1487E+04 .3790E-01 .7176E-03 .4711E+00
.1488E+04 .6997E-01 .1220E-02 .8703E+00
.1489E+04 .1583E+00 .2667E-02 .1970E+01
.1490E+04 .1479E+00 .2455E-02 .1842E+01
.1491E+04 .1736E+00 .2846E-02 .2164E+01
.1492E+04 .1315E+00 .2242E-02 .1641E+01
.1493E+04 .1504E+00 .2522E-02 .1877E+01
.1494E+04 .1757E+00 .2885E-02 .2195E+01
.1495E+04 .1564E+00 .2568E-02 .1954E+01
.1496E+04 .1424E+00 .2347E-02 .1781E+01
.1497E+04 .2103E+00 .3360E-02 .2632E+01
.1498E+04 .1664E+00 .2695E-02 .2084E+01
.1499E+04 .1952E+00 .3154E-02 .2446E+01
.1500E+04 .2350E+00 .3739E-02 .2946E+01
.1501E+04 .2473E+00 .3957E-02 .3103E+01
.1502E+04 .2166E+00 .3442E-02 .2720E+01
.1503E+04 .1634E+00 .2635E-02 .2053E+01
.1504E+04 .1353E+00 .2205E-02 .1701E+01
.1505E+04 .1612E+00 .2592E-02 .2028E+01
.1506E+04 .2450E+00 .3866E-02 .3084E+01
.1507E+04 .2388E+00 .3772E-02 .3008E+01
.1508E+04 .2286E+00 .3596E-02 .2882E+01
.1509E+04 .1629E+00 .2608E-02 .2055E+01
.1510E+04 .2591E+00 .4057E-02 .3270E+01
.1511E+04 .2496E+00 .3927E-02 .3153E+01
.1512E+04 .2488E+00 .3885E-02 .3145E+01
.1513E+04 .2226E+00 .3519E-02 .2816E+01
.1514E+04 .2041E+00 .3233E-02 .2583E+01
.1515E+04 .2552E+00 .3966E-02 .3232E+01
.1516E+04 .2445E+00 .3800E-02 .3098E+01
.1517E+04 .2341E+00 .3656E-02 .2969E+01
.1518E+04 .2376E+00 .3695E-02 .3015E+01
.1519E+04 .2274E+00 .3550E-02 .2888E+01
.1520E+04 .2516E+00 .3903E-02 .3197E+01
.1521E+04 .2701E+00 .4142E-02 .3434E+01
.1522E+04 .2535E+00 .3910E-02 .3225E+01
.1523E+04 .2755E+00 .4212E-02 .3507E+01
.1524E+04 .2675E+00 .4106E-02 .3407E+01
.1525E+04 .2471E+00 .3805E-02 .3149E+01
.1526E+04 .2562E+00 .3936E-02 .3268E+01
.1527E+04 .2518E+00 .3857E-02 .3215E+01
.1528E+04 .2740E+00 .4167E-02 .3500E+01
.1529E+04 .2647E+00 .4035E-02 .3384E+01
.1530E+04 .2463E+00 .3756E-02 .3150E+01
.1531E+04 .2611E+00 .3971E-02 .3342E+01
.1532E+04 .2737E+00 .4138E-02 .3506E+01
.1533E+04 .2727E+00 .4116E-02 .3494E+01
.1534E+04 .2633E+00 .3976E-02 .3376E+01
.1535E+04 .2597E+00 .3924E-02 .3333E+01
.1536E+04 .2693E+00 .4053E-02 .3457E+01
.1537E+04 .2675E+00 .4021E-02 .3436E+01
.1538E+04 .2686E+00 .4020E-02 .3453E+01
.1539E+04 .2679E+00 .4012E-02 .3447E+01
.1540E+04 .2605E+00 .3893E-02 .3354E+01
.1541E+04 .2645E+00 .3946E-02 .3408E+01
.1542E+04 .2640E+00 .3935E-02 .3403E+01
.1543E+04 .2681E+00 .3983E-02 .3458E+01
.1544E+04 .2674E+00 .3969E-02 .3451E+01
.1545E+04 .2740E+00 .4054E-02 .3539E+01
.1546E+04 .2710E+00 .4008E-02 .3502E+01
.1547E+04 .2702E+00 .3985E-02 .3494E+01
.1548E+04 .2640E+00 .3888E-02 .3416E+01
.1549E+04 .2710E+00 .3985E-02 .3509E+01
.1550E+04 .2673E+00 .3926E-02 .3464E+01
.1551E+04 .2678E+00 .3928E-02 .3472E+01
.1552E+04 .2682E+00 .3932E-02 .3480E+01
.1553E+04 .2688E+00 .3930E-02 .3490E+01
.1554E+04 .2620E+00 .3826E-02 .3404E+01
.1555E+04 .2652E+00 .3864E-02 .3447E+01
.1556E+04 .2606E+00 .3793E-02 .3390E+01
.1557E+04 .2682E+00 .3897E-02 .3491E+01
.1558E+04 .2660E+00 .3860E-02 .3465E+01
.1559E+04 .2656E+00 .3849E-02 .3461E+01
.1560E+04 .2632E+00 .3809E-02 .3432E+01
.1561E+04 .2675E+00 .3866E-02 .3491E+01
.1562E+04 .2646E+00 .3822E-02 .3455E+01
.1563E+04 .2640E+00 .3806E-02 .3449E+01
.1564E+04 .2599E+00 .3742E-02 .3398E+01
.1565E+04 .2649E+00 .3807E-02 .3465E+01
.1566E+04 .2598E+00 .3731E-02 .3401E+01
.1567E+04 .2603E+00 .3734E-02 .3409E+01
.1568E+04 .2532E+00 .3634E-02 .3319E+01
.1569E+04 .2484E+00 .3571E-02 .3257E+01
.1570E+04 .2312E+00 .3343E-02 .3035E+01
.1571E+04 .2197E+00 .3199E-02 .2885E+01
.1572E+04 .2232E+00 .3242E-02 .2933E+01
.1573E+04 .2195E+00 .3186E-02 .2886E+01
.1574E+04 .2301E+00 .3317E-02 .3028E+01
.1575E+04 .2339E+00 .3340E-02 .3080E+01
.1576E+04 .2384E+00 .3410E-02 .3140E+01
.1577E+04 .2050E+00 .2946E-02 .2702E+01
.1578E+04 .2234E+00 .3206E-02 .2947E+01
.1579E+04 .2238E+00 .3213E-02 .2954E+01
.1580E+04 .2339E+00 .3341E-02 .3089E+01
.1581E+04 .2392E+00 .3405E-02 .3161E+01
.1582E+04 .2341E+00 .3322E-02 .3096E+01
.1583E+04 .2405E+00 .3404E-02 .3183E+01
.1584E+04 .2440E+00 .3439E-02 .3231E+01
.1585E+04 .2546E+00 .3579E-02 .3373E+01
.1586E+04 .2519E+00 .3535E-02 .3339E+01
.1587E+04 .2495E+00 .3496E-02 .3311E+01
.1588E+04 .2487E+00 .3475E-02 .3301E+01
.1589E+04 .2303E+00 .3212E-02 .3058E+01
.1590E+04 .2394E+00 .3336E-02 .3182E+01
.1591E+04 .2397E+00 .3336E-02 .3188E+01
.1592E+04 .2494E+00 .3468E-02 .3318E+01
.1593E+04 .2560E+00 .3553E-02 .3409E+01
.1594E+04 .2535E+00 .3515E-02 .3378E+01
.1595E+04 .2558E+00 .3541E-02 .3411E+01
.1596E+04 .2420E+00 .3346E-02 .3228E+01
.1597E+04 .2436E+00 .3368E-02 .3252E+01
.1598E+04 .2506E+00 .3461E-02 .3348E+01
.1599E+04 .2361E+00 .3267E-02 .3155E+01
.1600E+04 .2293E+00 .3183E-02 .3067E+01
.1601E+04 .2117E+00 .2950E-02 .2834E+01
.1602E+04 .2116E+00 .2948E-02 .2833E+01
.1603E+04 .2112E+00 .2940E-02 .2830E+01
.1604E+04 .2169E+00 .3008E-02 .2909E+01
.1605E+04 .2299E+00 .3160E-02 .3085E+01
.1606E+04 .2362E+00 .3234E-02 .3171E+01
.1607E+04 .2252E+00 .3091E-02 .3025E+01
.1608E+04 .2190E+00 .3017E-02 .2944E+01
.1609E+04 .2160E+00 .2973E-02 .2905E+01
.1610E+04 .2087E+00 .2861E-02 .2809E+01
.1611E+04 .2185E+00 .2986E-02 .2942E+01
.1612E+04 .2238E+00 .3049E-02 .3016E+01
.1613E+04 .2310E+00 .3138E-02 .3115E+01
.1614E+04 .2337E+00 .3163E-02 .3153E+01
.1615E+04 .2371E+00 .3202E-02 .3201E+01
.1616E+04 .2273E+00 .3063E-02 .3070E+01
.1617E+04 .2315E+00 .3115E-02 .3129E+01
.1618E+04 .2408E+00 .3233E-02 .3257E+01
.1619E+04 .2380E+00 .3193E-02 .3221E+01
.1620E+04 .2323E+00 .3109E-02 .3146E+01
.1621E+04 .2321E+00 .3102E-02 .3146E+01
.1622E+04 .2354E+00 .3141E-02 .3192E+01
.1623E+04 .2404E+00 .3203E-02 .3262E+01
.1624E+04 .2404E+00 .3199E-02 .3263E+01
.1625E+04 .2356E+00 .3131E-02 .3201E+01
.1626E+04 .2374E+00 .3151E-02 .3226E+01
.1627E+04 .2386E+00 .3162E-02 .3245E+01
.1628E+04 .2387E+00 .3161E-02 .3249E+01
.1629E+04 .2391E+00 .3160E-02 .3256E+01
.1630E+04 .2341E+00 .3091E-02 .3190E+01
.1631E+04 .2351E+00 .3101E-02 .3205E+01
.1632E+04 .2356E+00 .3103E-02 .3215E+01
.1633E+04 .2289E+00 .3015E-02 .3124E+01
.1634E+04 .2306E+00 .3027E-02 .3149E+01
.1635E+04 .2296E+00 .3017E-02 .3138E+01
.1636E+04 .2324E+00 .3046E-02 .3179E+01
.1637E+04 .2246E+00 .2937E-02 .3073E+01
.1638E+04 .2146E+00 .2815E-02 .2938E+01
.1639E+04 .2174E+00 .2837E-02 .2978E+01
.1640E+04 .2082E+00 .2730E-02 .2854E+01
.1641E+04 .2155E+00 .2811E-02 .2956E+01
.1642E+04 .2173E+00 .2828E-02 .2983E+01
.1643E+04 .2070E+00 .2710E-02 .2844E+01
.1644E+04 .2205E+00 .2860E-02 .3030E+01
.1645E+04 .2129E+00 .2767E-02 .2928E+01
.1646E+04 .2101E+00 .2734E-02 .2890E+01
.1647E+04 .2249E+00 .2904E-02 .3097E+01
.1648E+04 .2087E+00 .2711E-02 .2875E+01
.1649E+04 .2144E+00 .2767E-02 .2956E+01
.1650E+04 .2218E+00 .2855E-02 .3059E+01
.1651E+04 .1996E+00 .2588E-02 .2754E+01
.1652E+04 .2198E+00 .2824E-02 .3036E+01
.1653E+04 .2197E+00 .2815E-02 .3036E+01
.1654E+04 .2088E+00 .2687E-02 .2887E+01
.1655E+04 .2196E+00 .2804E-02 .3038E+01
.1656E+04 .2167E+00 .2769E-02 .2999E+01
.1657E+04 .2187E+00 .2788E-02 .3029E+01
.1658E+04 .2228E+00 .2830E-02 .3087E+01
.1659E+04 .2188E+00 .2777E-02 .3034E+01
.1660E+04 .2210E+00 .2800E-02 .3067E+01
.1661E+04 .2212E+00 .2800E-02 .3072E+01
.1662E+04 .2150E+00 .2723E-02 .2987E+01
.1663E+04 .2204E+00 .2779E-02 .3064E+01
.1664E+04 .2185E+00 .2753E-02 .3040E+01
.1665E+04 .2054E+00 .2600E-02 .2859E+01
.1666E+04 .1605E+00 .2082E-02 .2235E+01
.1667E+04 .2044E+00 .2579E-02 .2849E+01
.1668E+04 .2121E+00 .2657E-02 .2957E+01
.1669E+04 .2123E+00 .2657E-02 .2962E+01
.1670E+04 .2198E+00 .2743E-02 .3069E+01
.1671E+04 .2161E+00 .2696E-02 .3019E+01
.1672E+04 .2096E+00 .2608E-02 .2930E+01
.1673E+04 .2148E+00 .2667E-02 .3004E+01
.1674E+04 .2126E+00 .2642E-02 .2975E+01
.1675E+04 .2109E+00 .2616E-02 .2952E+01
.1676E+04 .2093E+00 .2590E-02 .2933E+01
.1677E+04 .2095E+00 .2591E-02 .2936E+01
.1678E+04 .2047E+00 .2535E-02 .2872E+01
.1679E+04 .2116E+00 .2605E-02 .2971E+01
.1680E+04 .2038E+00 .2507E-02 .2863E+01
.1681E+04 .1911E+00 .2354E-02 .2686E+01
.1682E+04 .2024E+00 .2481E-02 .2845E+01
.1683E+04 .2077E+00 .2543E-02 .2923E+01
.1684E+04 .1898E+00 .2349E-02 .2672E+01
.1685E+04 .2119E+00 .2587E-02 .2984E+01
.1686E+04 .2089E+00 .2547E-02 .2944E+01
.1687E+04 .2007E+00 .2455E-02 .2830E+01
.1688E+04 .2084E+00 .2536E-02 .2941E+01
.1689E+04 .2055E+00 .2497E-02 .2902E+01
.1690E+04 .2028E+00 .2463E-02 .2865E+01
.1691E+04 .1840E+00 .2256E-02 .2601E+01
.1692E+04 .2040E+00 .2472E-02 .2885E+01
.1693E+04 .2101E+00 .2537E-02 .2973E+01
.1694E+04 .2009E+00 .2433E-02 .2845E+01
.1695E+04 .2080E+00 .2507E-02 .2946E+01
.1696E+04 .2079E+00 .2500E-02 .2947E+01
.1697E+04 .1692E+00 .2070E-02 .2400E+01
.1698E+04 .2055E+00 .2467E-02 .2916E+01
.1699E+04 .2035E+00 .2440E-02 .2890E+01
.1700E+04 .1964E+00 .2358E-02 .2792E+01
.1702E+04 .2021E+00 .2415E-02 .2876E+01
.1705E+04 .1941E+00 .2317E-02 .2766E+01
.1710E+04 .1829E+00 .2172E-02 .2614E+01
.1715E+04 .1854E+00 .2184E-02 .2657E+01
.1720E+04 .1834E+00 .2145E-02 .2637E+01
.1725E+04 .1709E+00 .1999E-02 .2464E+01
.1730E+04 .1682E+00 .1951E-02 .2433E+01
.1735E+04 .1560E+00 .1797E-02 .2262E+01
.1740E+04 .1619E+00 .1858E-02 .2355E+01
.1745E+04 .1480E+00 .1687E-02 .2158E+01
.1750E+04 .1589E+00 .1806E-02 .2325E+01
.1755E+04 .1452E+00 .1643E-02 .2131E+01
.1760E+04 .1521E+00 .1713E-02 .2237E+01
.1765E+04 .1228E+00 .1382E-02 .1812E+01
.1770E+04 .1308E+00 .1473E-02 .1935E+01
.1775E+04 .1014E+00 .1149E-02 .1505E+01
.1780E+04 .8607E-01 .9784E-03 .1281E+01
.1785E+04 .6170E-01 .7140E-03 .9206E+00
.1790E+04 .7249E-01 .8330E-03 .1085E+01
.1795E+04 .3009E-01 .3868E-03 .4515E+00
.1800E+04 .2183E-01 .2640E-03 .3284E+00
.1805E+04 .6592E-02 .1028E-03 .9946E-01
.1810E+04 .4574E-02 .6722E-04 .6921E-01
.1815E+04 .8403E-03 .1838E-04 .1275E-01
.1820E+04 .1714E-03 .4809E-05 .2607E-02
.1825E+04 .2289E-03 .6247E-05 .3492E-02
.1830E+04 .2002E-06 .1468E-07 .3063E-05
.1835E+04 .4826E-06 .2236E-07 .7403E-05
.1840E+04 .1045E-08 .1298E-09 .1607E-07
.1845E+04 .1131E-06 .1398E-07 .1744E-05
.1850E+04 .4677E-07 .6349E-08 .7233E-06
.1855E+04 .5296E-08 .6085E-09 .8212E-07
.1860E+04 .6803E-06 .3572E-07 .1058E-04
.1865E+04 .7864E-06 .4988E-07 .1226E-04
.1870E+04 .5417E-12 .2643E-12 .8468E-11
.1875E+04 .1055E-11 .4686E-12 .1654E-10
.1880E+04 .6359E-05 .2733E-06 .9994E-04
.1885E+04 .3118E-05 .1466E-06 .4914E-04
.1890E+04 .1844E-04 .8001E-06 .2913E-03
.1895E+04 .1207E-04 .4730E-06 .1912E-03
.1900E+04 .2259E-07 .2012E-08 .3588E-06
.1905E+04 .1720E-07 .1376E-08 .2738E-06
.1910E+04 .1134E-05 .6710E-07 .1811E-04
.1915E+04 .1529E-05 .6647E-07 .2448E-04
.1920E+04 .5208E-04 .1770E-05 .8358E-03
.1925E+04 .1673E-03 .4237E-05 .2693E-02
.1930E+04 .1003E-03 .2465E-05 .1618E-02
.1935E+04 .1110E-02 .1933E-04 .1795E-01
.1940E+04 .1302E-02 .1904E-04 .2111E-01
.1945E+04 .5313E-02 .6913E-04 .8638E-01
.1950E+04 .9006E-02 .1100E-03 .1468E+00
.1955E+04 .3913E-02 .5852E-04 .6395E-01
.1960E+04 .1239E-01 .1470E-03 .2031E+00
.1965E+04 .1743E-01 .1974E-03 .2863E+00
.1970E+04 .3577E-01 .3672E-03 .5891E+00
.1975E+04 .5625E-01 .5426E-03 .9288E+00
.1980E+04 .6592E-01 .6151E-03 .1091E+01
.1985E+04 .7516E-01 .6898E-03 .1247E+01
.1990E+04 .7830E-01 .7169E-03 .1303E+01
.1995E+04 .7252E-01 .6700E-03 .1209E+01
.2000E+04 .2384E-01 .2879E-03 .3985E+00
.2005E+04 .6291E-02 .9581E-04 .1054E+00
.2010E+04 .2453E-01 .2970E-03 .4122E+00
.2015E+04 .1403E-01 .1845E-03 .2364E+00
